,date_of_report,gender,age,ethnicity,company,postal_code,safety,safety_change,mental_health,mental_issues,positive,working_situation,financial_outlook,childcare,share_domestic,written_report,email
957,11/05/2020 12:58 AM,Woman,18-24,White,['My siblings'],Le112sa,4,Not changed,2,"['I feel lonely' 'I’m having conflicts in my relationship'
 'I feel worried about my health' 'I feel stressed']","['I have had more time to connect with loved ones'
 'I have had more support in my childcare responsibilities']","Yes, I work outside of my home",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"No, I haven't noticed much change",I am not doing any housework,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
958,06/05/2020 07:26 AM,Woman,>64,White,['Alone'],Sw19 6pn,5,Better,5,['I feel worried about my health' 'I feel scared about the future'],['I have had more support in my childcare responsibilities'],"No, I have had to stop working for other reasons related to COVID-19",Impacted me positively - I think that I will come out of this in a stronger financial position,"No, I haven't noticed much change",I take care of most of the housework,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
959,16/05/2020 09:25 PM,Woman,25-34,White,['My siblings' 'My siblings' 'My children'],n7,5,Worse,3,['Other' 'I feel anxious' 'Other'],['I have had more support in my childcare responsibilities'],"No, I am not in the labor force (student, retired, etc.) or unemployed",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"No, I haven't noticed much change",I do less housework then others,,
960,08/05/2020 01:10 PM,Woman,<18,White,"['My children' 'Other family members (e.g. grandparents, aunts, cousins)']",MK13 0PW,4,Better,2,['I feel worried about my health'],"['I have enjoyed working from homeOther'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","Yes, I work at home",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",I take care of most of the housework,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
961,11/05/2020 04:08 PM,Other,55-64,White,['With one or more friends / housemates'],UB77SG,5,Better,0,['I feel scared about the future'],"['I have had more support in my childcare responsibilities'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have had to stop working for other reasons related to COVID-19",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"Yes – my work isn't impacted, but I feel the strain",We share it equally,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
962,23/05/2020 03:38 PM,Woman,<18,White,['My siblings'],Cr5 1qs,5,Not changed,5,"['Other' 'I’m having conflicts in my relationship'
 'I feel worried about my health']","['I have had more support in my daily tasks in the house'
 'I have more time for leisure, e.g. to explore new activities, develop skills']","Yes, but I had to reduce working hours because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",I am not doing any housework,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
963,23/05/2020 01:35 PM,Woman,55-64,White,['My parent(s) / caregivers'],LE11 3LY,5,Worse,3,['I feel stressed'],['I have had more support in my daily tasks in the house'],"No, I have been made redundant because of the lockdown",Minimal impact – I think that things will mostly stay the same,"No, I haven't noticed much change",I am not doing any housework,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
964,10/05/2020 07:14 PM,Woman,<18,White,['My siblings'],Austria,0,Better,0,"['I’m having conflicts in my relationship' 'I feel stressed'
 'I feel worried about my health']",['I have had more support in my childcare responsibilities'],"Yes, I work at home",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"Yes – my work isn't impacted, but I feel the strain",I take care of all the housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
965,08/05/2020 11:19 AM,Woman,<18,Asian/Asian British,['My siblings' 'Alone'],NG237NB,5,Better,4,['I feel worried about my health' 'I feel anxious'],"['I have had more time to connect with loved ones'
 'I have enjoyed working from homeOther'
 'I have had more support in my daily tasks in the house']","No, I have had to stop working for other reasons related to COVID-19",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - to the extent that it is impacting my job,I do less housework then others,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
966,27/05/2020 05:49 AM,Woman,35-44,White,"['Other family members (e.g. grandparents, aunts, cousins)']",Wolverhampton UK,5,Worse,0,['I feel worried about my health' 'Other'],['I have enjoyed working from homeOther'],"Yes, I work outside of my home",Significantly impacted me negatively - I am extremely concerned about my new financial situation,"No, I haven't noticed much change",We share it equally,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
967,18/05/2020 11:13 AM,Woman,>64,White,['My siblings'],Central London,5,Better,4,['I feel stressed' 'I’m having conflicts in my relationship'],"['I have more time for leisure, e.g. to explore new activities, develop skills']","Yes, but I had to reduce working hours because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - but it’s manageable and sustainable,I am not doing any housework,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
968,25/05/2020 08:10 PM,Woman,55-64,White,"['With one or more friends / housemates'
 'Other family members (e.g. grandparents, aunts, cousins)' 'Other'
 'Other']",Ws8,3,Worse,5,['I’m having conflicts in my relationship'],['I have had more time to connect with loved ones'],"Yes, I work at home",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",We share it equally,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
969,30/05/2020 06:35 AM,Woman,18-24,White,['My siblings' 'My children'],Leicester,5,Not changed,2,['I feel lonely' 'Other'],['I have had more time to connect with loved ones'],"Yes, I work outside of my home",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - but it’s manageable and sustainable,I take care of most of the housework,,
970,30/05/2020 10:50 PM,Woman,35-44,White,['Other' 'With one or more friends / housemates'],Belgium,5,Not changed,4,['I feel stressed' 'I feel anxious'],"['I have had more support in my daily tasks in the house'
 'I have had more support in my childcare responsibilities']","Yes, I work outside of my home",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,I take care of all the housework,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
971,08/05/2020 08:59 AM,Woman,>64,Other ethnic group,['Other' 'My partner' 'With one or more friends / housemates'],G46,5,Worse,5,"['I’m having conflicts in my relationship'
 'I feel scared about the future']",['I have had more support in my childcare responsibilities'],"No, I have had to stop working for other reasons related to COVID-19",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",We share it equally,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
